#{"t_start": 1769708252.7426145, "env_id": "V2GEnv-simple-v0"}
r,l,t
0.0,28,1.537552
-0.144509,30,1.580067
0.0,34,1.631065
0.0,31,1.675584
-0.28529,45,1.740591
0.0,32,1.786103
0.0,31,1.832103
-0.012154,23,1.866623
0.0,28,1.912624
-0.018807,28,1.961142
-0.065119,36,2.015143
0.0,38,2.070663
0.0,25,2.105666
0.0,29,2.148669
0.0,35,2.198182
0.0,27,2.236181
0.0,26,2.276702
0.0,22,2.3087
-0.488628,33,2.356219
-3.595391,39,2.414218
0.0,28,2.45373
-0.852113,25,2.492738
0.0,32,2.550403
-0.056594,27,2.598917
0.0,28,2.641058
0.0,24,2.676595
-0.512929,30,2.723593
0.0,33,2.772115
0.0,26,2.812118
0.0,38,2.867631
0.0,27,2.906635
-0.498714,30,2.951635
0.0,30,2.996146
-0.39474,32,3.046152
-0.011039,28,3.088662
0.0,33,3.14667
-1.46222,30,3.211187
0.0,37,3.272275
0.0,39,3.356793
-0.250646,27,3.398792
-0.030199,29,3.442799
-0.026603,32,3.494313
0.0,29,3.538312
0.0,24,3.575831
-0.031861,29,3.621829
-0.329965,36,3.678352
-0.01559,28,3.723351
0.0,27,3.767874
-0.018835,38,3.838883
0.0,30,3.888392
0.0,27,3.931393
0.0,39,3.992907
0.0,29,4.039913
0.0,25,4.080427
0.0,22,4.115425
0.0,28,4.15994
-0.491226,29,4.203943
0.0,26,4.25546
-0.144006,24,4.293462
0.0,28,4.338462
0.0,26,4.385983
0.0,27,4.442994
0.0,34,4.512505
0.0,26,4.554014
-1.65877,34,4.609023
0.0,31,4.656539
0.0,22,4.694397
-0.278526,29,4.745225
-5.311062,27,9.180425
-5.336872,31,9.229425
-6.701572,34,9.319943
-3.836372,27,9.376199
-8.809161,28,9.428199
-4.974758,26,9.474717
-3.169668,24,9.511716
-3.808561,23,9.547722
-6.491148,29,9.605236
-9.643298,38,9.668754
-4.998199,30,9.730754
-5.381177,27,9.778272
-8.895797,36,9.892793
-4.824355,28,9.942801
-5.896385,30,9.994316
-11.377555,39,10.069835
-5.35743,28,10.121835
-11.41562,36,10.182352
-6.044883,34,10.259868
-6.454372,32,10.334869
-5.875845,25,10.377382
-6.112339,30,10.433382
-8.917283,32,10.500902
-5.858813,25,10.551905
-13.796957,42,10.620426
-8.142885,34,10.677944
-14.784451,43,10.749949
-7.808326,36,10.811463
-11.699966,38,10.875983
-8.694352,26,10.954988
-6.859284,29,11.017499
-9.010475,35,11.129032
-3.016068,24,11.171574
-7.091042,32,11.235776
-3.827588,28,11.291847
-2.85221,37,11.356869
-9.890493,44,11.436873
-4.457461,23,11.49039
-5.13282,27,11.53639
-6.705558,26,11.580914
-6.968631,32,11.632912
-10.106077,30,11.707433
-4.128168,25,11.749435
-4.352532,29,11.800946
-4.879616,27,11.854955
-5.204326,32,11.927462
-3.251135,25,11.98698
-6.398463,32,12.040979
-4.991312,33,12.099498
-7.796014,26,12.143497
-5.015034,26,12.187014
-5.273256,25,12.243021
-3.292915,22,12.281536
-11.315699,35,12.341537
-4.575406,25,12.394055
-8.37306,39,12.484587
-7.364536,34,12.564935
-5.244721,24,12.609935
-8.403714,26,12.664452
-2.305631,28,12.710449
-6.315382,27,12.76597
-6.131268,33,12.822968
-8.384634,27,12.879486
-9.416715,30,12.931484
-5.199498,27,12.988002
-3.50555,27,13.039001
-9.787436,33,13.118526
-24.97204,37,18.459721
-7.997038,27,18.510234
-17.743625,35,18.571755
-6.054223,31,18.630756
-11.944474,29,18.705271
-6.037729,33,18.780799
-15.095166,34,18.85581
-8.693724,28,18.908316
-6.874188,30,18.961841
-5.285031,32,19.017841
-7.123067,31,19.075358
-8.322103,29,19.125358
-4.275663,18,19.158365
-6.164702,34,19.217877
-10.184154,27,19.266394
-22.512677,34,19.324397
-15.941701,33,19.387912
-10.904318,29,19.449923
-15.461044,31,19.517433
-5.65953,27,19.574948
-12.71052,28,19.626947
-8.880597,20,19.66247
-21.994368,33,19.72347
-7.557509,25,19.781984
-14.675897,27,19.834639
-11.302771,28,19.886351
-16.139681,27,19.935378
-11.578736,23,19.976979
-14.813725,25,20.034984
-19.09461,31,20.128504
-14.269376,27,20.189023
-13.021942,28,20.25403
-9.304968,27,20.308542
-15.111198,27,20.365056
-14.432463,25,20.425057
-10.158631,29,20.485575
-16.616345,32,20.550581
-6.779964,22,20.597091
-12.241705,24,20.645091
-22.329579,34,20.720611
-18.983196,30,20.789133
-7.841312,22,20.838134
-11.636312,29,20.895651
-10.985698,27,20.952661
-7.517063,28,21.002174
-13.083518,28,21.05518
-7.999017,32,21.114694
-16.532927,26,21.165216
-13.144375,32,21.225217
-14.07088,29,21.280736
-13.311661,27,21.331738
-10.72008,25,21.390917
-12.495553,26,21.446922
-10.158004,27,21.498433
-8.081882,29,21.552441
-9.071857,29,21.607952
-9.549333,28,21.660962
-11.082922,35,21.728475
-8.817024,22,21.769994
-13.658029,31,21.839995
-11.14111,37,21.912516
-10.136404,33,21.976086
-15.282221,29,22.044572
-14.89226,40,22.126255
-18.068696,27,22.17829
-17.48055,37,22.255292
-9.826946,31,22.311801
-17.60475,35,22.380325
-12.030415,33,22.444325
-8.685632,28,22.49884
-14.904256,36,27.837051
-11.678683,39,27.920572
-13.54081,30,27.987085
-13.240301,27,28.041088
-19.883264,33,28.108604
-15.51466,27,28.173122
-9.414524,29,28.244124
-25.245091,43,28.352649
-17.444834,32,28.41816
-26.433046,33,28.488098
-15.600346,21,28.530879
-13.561024,26,28.584598
-21.666513,24,28.636637
-15.008468,35,28.707154
-10.900793,25,28.75416
-12.327749,37,28.832674
-18.091721,29,28.910197
-20.748592,30,28.974276
-31.50094,30,29.036277
-13.606774,25,29.085801
-15.414032,23,29.146804
-23.667892,29,29.223319
-19.959078,36,29.291841
-27.549842,48,29.40936
-9.424054,26,29.465882
-19.007461,30,29.550894
-27.977668,25,29.609404
-18.349572,25,29.664922
-12.14481,27,29.720923
-14.913842,22,29.766438
-12.996898,32,29.831436
-11.330024,27,29.889959
-12.09302,28,29.945957
-20.421035,38,30.024474
-9.509292,36,30.09699
-23.14899,28,30.167517
-20.697305,38,30.260523
-22.468281,34,30.329036
-19.271586,30,30.389551
-25.131913,35,30.462557
-8.778034,34,30.543073
-33.93001,40,30.63631
-18.406803,29,30.697963
-13.785021,32,30.773281
-24.246025,30,30.8448
-20.30449,24,30.923322
-19.574152,27,30.994844
-22.48885,29,31.063353
-9.92825,30,31.126358
-31.12598,27,31.184876
-15.800705,32,31.25188
-6.898628,20,31.302402
-24.452767,29,31.37491
-19.364283,32,31.46944
-13.265926,36,31.560438
-16.452617,28,31.619949
-25.756474,26,31.691465
-12.830505,32,31.784983
-23.694872,25,31.846983
-18.156643,27,31.912503
-8.659565,31,31.979022
-19.192537,28,32.041025
-27.56338,35,32.134543
-16.989628,30,32.200062
-31.888729,32,32.264584
-22.948152,35,32.338582
-37.040602,29,32.401105
-18.830547,32,39.021872
-16.367688,33,39.109391
-57.685084,35,39.208919
-24.082216,30,39.281673
-15.915702,28,39.342336
-25.416717,28,39.422009
-26.491304,36,39.522529
-9.027194,42,39.613049
-14.535311,37,39.692571
-19.10806,37,39.779102
-25.957714,28,39.857106
-19.920166,30,39.936619
-14.861282,28,40.007138
-12.142637,29,40.082656
-16.870074,36,40.164663
-13.893197,33,40.290689
-15.447035,29,40.353696
-19.404668,29,40.427207
-24.252736,35,40.516734
-28.354375,28,40.576256
-22.339279,29,40.641253
-18.949789,31,40.707771
-17.446007,26,40.767284
-29.66956,46,40.90081
-28.221457,28,40.985323
-14.953172,33,41.066843
-17.441429,29,41.141849
-25.041721,37,41.223369
-27.389221,30,41.291888
-18.410493,28,41.352895
-18.01118,23,41.40641
-24.446631,30,41.476002
-24.407132,43,41.580798
-18.571675,40,41.675328
-26.018053,34,41.764329
-25.39433,42,41.856852
-34.261099,28,41.928361
-25.236187,38,42.01188
-17.4652,21,42.060889
-19.748082,39,42.148401
-17.773074,34,42.234921
-19.919122,29,42.315442
-21.912755,31,42.396953
-20.000244,35,42.47347
-18.120008,22,42.524473
-26.770987,45,42.624991
-64.090472,39,42.715513
-14.493967,26,42.777031
-25.99724,29,42.847033
-14.634933,28,42.914555
-16.264671,29,42.991073
-19.517912,31,43.070589
-26.130147,28,43.13559
-24.819696,39,43.221106
-25.791738,38,43.310625
-16.107166,26,43.371153
-11.606921,27,43.433156
-47.7942,39,43.522677
-25.972357,42,43.640611
-25.368547,30,43.711932
-14.657481,37,43.796965
-12.633777,31,43.869482
-9.880867,30,43.94048
-28.774672,44,51.0622
-15.263968,31,51.136721
-37.36043,33,51.226235
-34.500399,36,51.309749
-22.4676,34,51.387267
-13.280009,36,51.470788
-51.794601,44,51.580304
-30.330076,32,51.657311
-25.331813,33,51.737827
-21.134858,32,51.827348
-21.857278,40,51.92686
-14.368601,43,52.028374
-20.995178,45,52.141899
-19.454207,39,52.238642
-22.39777,30,52.31147
-27.92007,26,52.372014
-34.09348,31,52.457028
-31.575453,38,52.550482
-33.32809,33,52.629002
-28.892416,35,52.714522
-22.775251,47,52.827044
-29.461163,54,52.975079
-18.574142,29,53.060086
-16.834144,42,53.163284
-21.105539,34,53.243791
-21.051179,38,53.333309
-15.481999,34,53.413831
-36.637991,38,53.50335
-31.192031,38,53.593867
-27.171626,35,53.688391
-21.096474,30,53.772905
-19.535932,31,53.847904
-33.697078,48,53.963433
-22.697843,25,54.022942
-18.525874,31,54.101459
-28.372861,34,54.184977
-41.247976,26,54.245977
-24.423821,31,54.347497
-22.295996,34,54.440354
-29.339909,52,54.569084
-25.87313,39,54.6646
-25.965365,31,54.741111
-28.880335,25,54.801626
-36.265742,35,54.885146
-18.879851,44,55.014666
-25.889833,41,55.113185
-25.588837,44,55.238698
-37.163412,37,55.340217
-28.341509,40,55.448729
-15.991322,39,55.550244
-37.12819,41,55.692289
-29.501404,42,55.801799
-37.259152,36,55.903317
-22.277997,45,56.02683
-20.484187,49,56.159355
-35.522835,41,65.183162
-28.519695,36,65.289384
-37.289058,35,65.385904
-31.354572,40,65.496421
-25.242261,43,65.640949
-28.573352,55,65.789987
-21.737933,33,65.876504
-36.31817,37,65.977024
-35.218137,37,66.073026
-32.174727,37,66.182127
-31.687562,51,66.329641
-36.136404,51,66.465167
-23.393166,34,66.561683
-24.843179,31,66.650193
-27.572099,42,66.757756
-67.851916,50,66.906868
-29.14701,38,67.012384
-26.673606,22,67.076902
-24.220574,40,67.180425
-24.356009,34,67.277947
